_id,title,text
kbt5gdyy,Characterization of neutralizing antibodies from a SARS-CoV-2 infected individual,"B cells specific for the SARS-CoV-2 S envelope glycoprotein spike were isolated from a COVID-19-infected subject using a stabilized spike-derived ectodomain (S2P) twenty-one days post-infection. Forty-four S2P-specific monoclonal antibodies were generated, three of which bound to the receptor binding domain (RBD). The antibodies were minimally mutated from germline and were derived from different B cell lineages. Only two antibodies displayed neutralizing activity against SARS-CoV-2 pseudo-virus. The most potent antibody bound the RBD in a manner that prevented binding to the ACE2 receptor, while the other bound outside the RBD. Our study indicates that the majority of antibodies against the viral envelope spike that were generated during the first weeks of COVID-19 infection are non-neutralizing and target epitopes outside the RBD. Antibodies that disrupt the SARS-CoV-2 spike-ACE2 interaction can potently neutralize the virus without undergoing extensive maturation. Such antibodies have potential preventive/therapeutic potential and can serve as templates for vaccine-design. IN BRIEF SARS-CoV-2 infection leads to expansion of diverse B cells clones against the viral spike glycoprotein (S). The antibodies bind S with high affinity despite being minimally mutated. Thus, the development of neutralizing antibody responses by vaccination will require the activation of certain naïve B cells without requiring extensive somatic mutation. Highlights Analysis of early B cell response to SARS-CoV-2 spike protein Most antibodies target non-neutralizing epitopes Potent neutralizing mAb blocks the interaction of the S protein with ACE2 Neutralizing antibodies are minimally mutated"
npob20n0,Angiotensin-Converting Enzyme 2: SARS-CoV-2 Receptor and Regulator of the Renin-Angiotensin System: Celebrating the 20th Anniversary of the Discovery of ACE2,"ACE2 (angiotensin-converting enzyme 2) has a multiplicity of physiological roles that revolve around its trivalent function: a negative regulator of the renin-angiotensin system, facilitator of amino acid transport, and the severe acute respiratory syndrome-coronavirus (SARS-CoV) and SARS-CoV-2 receptor. ACE2 is widely expressed, including, in the lungs, cardiovascular system, gut, kidneys, central nervous system, and adipose tissue. ACE2 has recently been identified as the SARS-CoV-2 receptor, the infective agent responsible for coronavirus disease 2019, providing a critical link between immunity, inflammation, ACE2, and cardiovascular disease. Although sharing a close evolutionary relationship with SARS-CoV, the receptor-binding domain of SARS-CoV-2 differs in several key amino acid residues, allowing for stronger binding affinity with the human ACE2 receptor, which may account for the greater pathogenicity of SARS-CoV-2. The loss of ACE2 function following binding by SARS-CoV-2 is driven by endocytosis and activation of proteolytic cleavage and processing. The ACE2 system is a critical protective pathway against heart failure with reduced and preserved ejection fraction including, myocardial infarction and hypertension, and against lung disease and diabetes mellitus. The control of gut dysbiosis and vascular permeability by ACE2 has emerged as an essential mechanism of pulmonary hypertension and diabetic cardiovascular complications. Recombinant ACE2, gene-delivery of Ace2, Ang 1–7 analogs, and Mas receptor agonists enhance ACE2 action and serve as potential therapies for disease conditions associated with an activated renin-angiotensin system. rhACE2 (recombinant human ACE2) has completed clinical trials and efficiently lowered or increased plasma angiotensin II and angiotensin 1-7 levels, respectively. Our review summarizes the progress over the past 20 years, highlighting the critical role of ACE2 as the novel SARS-CoV-2 receptor and as the negative regulator of the renin-angiotensin system, together with implications for the coronavirus disease 2019 pandemic and associated cardiovascular diseases."
ozxcv68x,Evidence of Short-Range Aerosol Transmission of Severe Acute Respiratory Syndrome Coronavirus-2 and Call for Universal Airborne Precautions for Anesthesiologists During the Coronavirus Disease 2019 Pandemic,
bn2loscc,Field Effectiveness of Pandemic and 2009-2010 Seasonal Vaccines against 2009-2010 A(H1N1) Influenza: Estimations from Surveillance Data in France,"BACKGROUND: In this study, we assess how effective pandemic and trivalent 2009-2010 seasonal vaccines were in preventing influenza-like illness (ILI) during the 2009 A(H1N1) pandemic in France. We also compare vaccine effectiveness against ILI versus laboratory-confirmed pandemic A(H1N1) influenza, and assess the possible bias caused by using non-specific endpoints and observational data. METHODOLOGY AND PRINCIPAL FINDINGS: We estimated vaccine effectiveness by using the following formula: VE = (PPV-PCV)/(PPV(1-PCV)) × 100%, where PPV is the proportion vaccinated in the population and PCV the proportion of vaccinated influenza cases. People were considered vaccinated three weeks after receiving a dose of vaccine. ILI and pandemic A(H1N1) laboratory-confirmed cases were obtained from two surveillance networks of general practitioners. During the epidemic, 99.7% of influenza isolates were pandemic A(H1N1). Pandemic and seasonal vaccine uptakes in the population were obtained from the National Health Insurance database and by telephonic surveys, respectively. Effectiveness estimates were adjusted by age and week. The presence of residual biases was explored by calculating vaccine effectiveness after the influenza period. The effectiveness of pandemic vaccines in preventing ILI was 52% (95% confidence interval: 30–69) during the pandemic and 33% (4–55) after. It was 86% (56–98) against confirmed influenza. The effectiveness of seasonal vaccines against ILI was 61% (56–66) during the pandemic and 19% (−10–41) after. It was 60% (41–74) against confirmed influenza. CONCLUSIONS: The effectiveness of pandemic vaccines in preventing confirmed pandemic A(H1N1) influenza on the field was high, consistently with published findings. It was significantly lower against ILI. This is unsurprising since not all ILI cases are caused by influenza. Trivalent 2009-2010 seasonal vaccines had a statistically significant effectiveness in preventing ILI and confirmed pandemic influenza, but were not better in preventing confirmed pandemic influenza than in preventing ILI. This lack of difference might be indicative of selection bias."
7xkj27ph,Coronavirus leader‐RNA‐primed transcription: An alternative mechanism to RNA splicing,"Many viral and cellular mRNA species contain a leader sequence derived from a distant upstream site on the same gene by a process of RNA splicing. This process usually involves either nuclear functions or self‐splicing of RNA molecules. Coronavirus, a cytoplasmic RNA virus, unfolds yet another mechanism of joining RNA, which involves the use of a free leader RNA molecule. This molecule is synthesized and dissociates from the template RNA, and subsequently reassociates with the template RNA at down‐stream initiation sites of subgenomic mRNAs to serve as the primer for transcription. This leader‐primed transcriptional process thus generates viral mRNAs with a fused leader sequence. A similar mechanism might also operate in the mRNA transcription of African trypanosomes."
o1w5jqkv,Lack of seasonal variation of Middle East Respiratory Syndrome Coronavirus (MERS-CoV),
p2ufydgs,Importance of face masks for COVID-19 – a call for effective public education,"Considerable debates about the general community use of face masks for protection against COVID-19 stemmed out from differing views taken by health authorities. Misconceptions and stigmatization towards the use of face masks may hinder the containment of the COVID-19 pandemic. We address this previous debate by analyzing the advice on the community use of masks across different credible health authorities: countries that promoted the use of masks acknowledged that masks are effective, but also explained the importance of their proper use along with other hygiene measures. In contrast, authorities that recommended against the community use of masks mainly cited shortage of supplies, the argument that the public do not have the adequate skills to wear them, or that wearing masks might reduce compliance with other important behaviors. We suggest promoting effective behavioral changes in personal protective measures by teaching microbiological knowledge instead of just listing out the “dos-and-don’ts”."
ytecgayg,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Vertical Transmission in Neonates Born to Mothers With Coronavirus Disease 2019 (COVID-19) Pneumonia,One of seven neonates born to women with symptomatic coronavirus 2019 (COVID-19) infection tested positive for the infection and was asymptomatic.
112d3o6w,VIRAL ETIOLOGY AND OUTCOME OF SEVERE LOWER RESPIRATORY TRACT INFECTIONS AMONG CRITICALLY ILL CHILDREN ADMITTED TO THE PICU,"ABSTRACT Objective: To determine the viral etiology of severe lower respiratory tract infections (LRTIs), their clinical significance and prognosis among critically ill children. Design: A prospective descriptive study was carried out. Setting: Pediatric Intensive Care Unit (PICU) of Istanbul Medeniyet University, Goztepe Training and Research Hospital, Istanbul, Turkey. Patients: A total of 115 patients hospitalized in the PICU were evaluated for inclusion in the study. Children with underlying comorbidities and those who did not require mechanical ventilation were excluded. Main variables of interest: Demographic, clinical, laboratory test and radiographic data were recorded. Results: A total of 63 patients were eligible for the study. The most common diagnosis was bronchiolitis (57.1%). Respiratory syncytial virus (RSV) was the most frequent causal virus (36.5%). The most common complication was acute respiratory distress syndrome (ARDS) (28.6%). Multiple viral infection was identified in 20.6% of the patients, the most common in this subgroup being rhinovirus. Patients with bocavirus infection had a higher likelihood of needing invasive mechanical ventilation (IMV) at presentation. Children who died were likely to be < 12 months old, have ARDS, hepatitis, pneumomediastinum, multiple viral infection, and required IMV support with an increased duration of MV. Additionally, they were found to have a high Pediatric Risk of Mortality III score, Predicted Death Rate and increased need for inotropic support at admission. Conclusions: Our study showed critically ill children with LRTI without known risk factors to have high mortality when aged < 12 months, in the presence of multiple agents and when certain complications (ARDS, hepatitis) and X-ray findings were identified."
j9x715rz,COVID-19 pathophysiology: A review,"Abstract In December 2019, a novel coronavirus, now named as SARS-CoV-2, caused a series of acute atypical respiratory diseases in Wuhan, Hubei Province, China. The disease caused by this virus was termed COVID-19. The virus is transmittable between humans and has caused pandemic worldwide. The number of death tolls continues to rise and a large number of countries have been forced to do social distancing and lockdown. Lack of targeted therapy continues to be a problem. Epidemiological studies showed that elder patients were more susceptible to severe diseases, while children tend to have milder symptoms. Here we reviewed the current knowledge about this disease and considered the potential explanation of the different symptomatology between children and adults."
0haf57l1,Asymptomatic COVID‐19 infection in late pregnancy indicated no vertical transmission,"This study is to investigate the clinical characteristics of late pregnancy with asymptomatic 2019 novel coronavirus disease (COVID‐19) infection, evaluate the outcome of maternal and fetal prognosis, and identify the evidence of intrauterine vertical transmission. A 22‐years‐old pregnant woman with asymptomatic COVID‐19 infection who was admitted to our hospital on 11 February 2020 was enrolled in this study. Clinical data including laboratory test results and chest computed tomography (CT) scanning were collected and reviewed. Diagnosis of late pregnancy with asymptomatic COVID‐19 infection was made. Lumbar anesthesia for cesarean section was performed and a female baby was delivered uneventfully, with the Apgar score of 9 to 10 points. Three times of COVID‐19 nucleic acid test for the baby was negative after delivery. The puerpera returned to normal after the operation and two times of throat swab COVID‐19 nucleic acid test were all negative after antiviral therapy. We reported an asymptomatic COVID‐19 pregnant woman with detailed clinical information and our result indicated that for late pregnant women with asymptomatic COVID‐19 infection, there might be no intrauterine infection caused by vertical transmission."
5r0ubg5g,Characterization and Clinical Course of 1000 Patients with COVID-19 in New York: retrospective case series,"Objective: To characterize patients with coronavirus disease 2019 (COVID-19) in a large New York City (NYC) medical center and describe their clinical course across the emergency department (ED), inpatient floors, and intensive care units (ICUs). Design: Retrospective manual medical record review. Setting: NewYork-Presbyterian/Columbia University Irving Medical Center (NYP/CUIMC), a quaternary care academic medical center in NYC. Participants: The first 1000 consecutive patients with laboratory-confirmed COVID-19. Methods: We identified patients with a positive RT-SARS-CoV-2 PCR receiving care at NYP/CUIMC from March 1 through April 15. Patient data was manually abstracted from the electronic medical record. Main outcome measures: We describe patient characteristics including demographics, presenting symptoms, comorbidities on presentation, hospital course, time to intubation, complications, outcomes, and disposition. Results: Among the first 1000 patients with confirmed COVID-19, 151 patients were discharged from or died in the ED, 618 were admitted to the floor, and 231 were admitted or transferred to the ICU; 195 remained hospitalized and 172 had died in the hospital. The most common presenting symptoms were cough (73.2%), fever (72.8%), and dyspnea (62.9%). Compared to Chinese and Italian cohorts, hospitalized patients and ICU patients in particular had more baseline comorbidities including hypertension, diabetes, and obesity and higher rates of acute kidney injury (AKI) and dialysis. ICU patients were older and predominantly male (67.5%); 75.3% developed AKI and 31.2% required dialysis. Notably, of patients who required mechanical ventilation, only 5.9% were first intubated more than 14 days after symptom onset. Time to intubation from symptom onset had a bimodal distribution, with modes at 3-4 and 9 days. Conclusions: Hospitalized patients with COVID-19 illness at this medical center faced significant morbidity and mortality, with high rates of AKI, dialysis, and a bimodal distribution in time to intubation from symptom onset. Patients in this large sample have more baseline comorbidities and more complications than previous Italian and Chinese cohorts."
7ihtyiox,"Modeling COVID-19 Epidemic in Heilongjiang Province, China","The Coronavirus Disease 2019 (COVID-19) surges worldwide. However, massive imported patients especially into Heilongjiang Province in China recently have been an alert for local COVID-19 outbreak. We collected data from January 23 to March 25 from Heilongjiang province and trained an ordinary differential equation model to fit the epidemic data. We extended the simulation using this trained model to characterize the effect of an imported ‘escaper’. We showed that an imported ‘escaper’ was responsible for the newly confirmed COVID-19 infections from Apr 9 to Apr 19 in Heilongjiang province. Stochastic simulations further showed that significantly increased local contacts among imported ‘escaper’, its epidemiologically associated cases and susceptible populations greatly contributed to the local outbreak of COVID-19. Meanwhile, we further found that the reported number of asymptomatic patients was markedly lower than model predictions implying a large asymptomatic pool which was not identified. We further forecasted the effect of implementing strong interventions immediately to impede COVID-19 outbreak for Heilongjiang province. Implementation of stronger interventions to lower mutual contacts could accelerate the complete recovery from coronavirus infections in Heilongjiang province. Collectively, our model has characterized the epidemic of COVID-19 in Heilongjiang province and implied that strongly controlled measured should be taken for infected and asymptomatic patients to minimize total infections."
rz9cwhm3,Contact tracing with a real-time location system: A case study of increasing relative effectiveness in an emergency department,"BACKGROUND: Contact tracing is the systematic method of identifying individuals potentially exposed to infectious diseases. Electronic medical record (EMR) use for contact tracing is time-consuming and may miss exposed individuals. Real-time location systems (RTLSs) may improve contact identification. Therefore, the relative effectiveness of these 2 contact tracing methodologies were evaluated. METHODS: During a pertussis outbreak in the United States, a retrospective case study was conducted between June 14 and August 31, 2016, to identify the contacts of confirmed pertussis cases, using EMR and RTLS data in the emergency department of a tertiary care medical center. Descriptive statistics and a paired t test (α = 0.05) were performed to compare contacts identified by EMR versus RTLS, as was correlation between pertussis patient length of stay and the number of potential contacts. RESULTS: Nine cases of pertussis presented to the emergency department during the identified time period. RTLS doubled the potential exposure list (P < .01). Length of stay had significant positive correlation with contacts identified by RTLS (ρ = 0.79; P = .01) but not with EMR (ρ = 0.43; P = .25). CONCLUSIONS: RTLS doubled the potential pertussis exposures beyond EMR-based contact identification. Thus, RTLS may be a valuable addition to the practice of contact tracing and infectious disease monitoring."
a77g9rjo,Antibody responses against SARS coronavirus are correlated with disease outcome of infected individuals,"Most of the SARS‐CoV‐infected patients spontaneously recovered without clinical intervention while a small percentage succumbed to the disease. Here, we characterized temporal changes in N protein‐specific and S glycoprotein‐specific neutralizing antibody (Nab) responses in infected patients who have either recovered from or succumbed to SARS‐CoV infection. Recovered patients were found to have higher and sustainable levels of both N protein‐specific and S glycoprotein‐specific Nab responses, suggesting that antibody responses likely play an important role in determining the ultimate disease outcome of SARS‐CoV‐infected patients. J. Med. Virol. 78:1–8, 2006. © 2005 Wiley‐Liss, inc."
6vmfa6qx,Medically unexplained symptoms in the times of Covid-19 pandemic: a case-report,"Abstract In early 2020, a novel coronavirus (SARS-CoV-2) leading to a potentially fatal condition was discovered. Since then, the 2019 coronavirus disease (COVID-19) has spread worldwide becoming a pandemic. Beyond the risks strictly related to the infection, concerns have been expressed for the psychological impact that COVID-19 may have, especially on vulnerable individuals with pre-existing mental health conditions. Somatic symptom disorder (SSD) is characterized by a dysfunctional preoccupation with physical symptoms leading to excessive and unnecessary healthcare utilization. Despite being quite common, such condition remains underrecognized. We report a detailed clinical case of a 16 years old adolescent, who presented with a history suggestive of COVID-19 infection and associated psychological distress. Despite testing negative for the presence of SARS-CoV-2, his extreme and persisting health preoccupations required an inpatient admission to the Child and Adolescent Neuropsychiatric Unit. He responded rapidly to a low dose of antipsychotic and an antidepressant. Based on his medical history and current presentation, he received a diagnosis of SSD. When COVID-19-like symptoms occur, we highlight the importance of differentially diagnosing a possible exacerbation of a pre-existing SSD, triggered by fear of being infected. This may help preventing further burden to the healthcare system."
635cq3z9,iTRAQ-based high-throughput proteomics analysis reveals alterations of plasma proteins in patients infected with human bocavirus,"Human bocavirus (HBoV) is a member of the genus Bocavirus, family Parvoviridae, and subfamily Parvovirus and was first identified in nasopharyngeal aspirates of Swedish children with acute respiratory tract infection (ARTI) in 2005. It is the causative agent of nasopharyngeal aspirate disease and death in children. The HboV genomic structure is a linear single-stranded DNA (ssDNA). Its clinical pathogenic characteristics have been extensively studied, however, at present the molecular mechanism underlying the pathogenesis of HBoV infection is not completely clear. In this study, a total of 293 differentially expressed proteins (DEPs) between ARTI cases and healthy plasma samples were characterized using isobaric tags for relative and absolute quantitation (iTRAQ)-coupled bioinformatics analysis, among which 148 were up-regulated and 135 were down-regulated. Gene Ontology (GO) and Cluster of Orthologous Groups of proteins (COG) annotated an enrichment of DEPs in complement activation and biological processes like immunity, inflammation, signal transduction, substance synthesis, and metabolism. Kyoto Encyclopedia of Genes and Genomes (KEGG) analysis enriched DEPs mainly in the Wnt signaling pathway (ko04310), PPAR signaling pathway (ko03320), intestinal immune network for IgA production (ko04672), complement and coagulation cascades (ko04610), Toll-like receptor signaling pathway (ko04620) and B cell receptor signaling pathway (ko04662). Further, expression levels of three candidate proteins (upregulated PPP2R1A and CUL1, and downregulated CETP) were validated using western blotting. Our investigation is the first analysis of the proteomic profile of HBoV-infected ARTI cases using the iTRAQ approach, providing a foundation for a better molecular understanding of the pathogenesis of ARTI in children."
p70ocrmc,On respiratory droplets and face masks,"Face mask filters—textile, surgical, or respiratory—are widely used in an effort to limit the spread of airborne viral infections. Our understanding of the droplet dynamics around a face mask filter, including the droplet containment and leakage from and passing through the cover, is incomplete. We present a fluid dynamics study of the transmission of respiratory droplets through and around a face mask filter. By employing multiphase computational fluid dynamics in a fully coupled Eulerian–Lagrangian framework, we investigate the droplet dynamics induced by a mild coughing incident and examine the fluid dynamics phenomena affecting the mask efficiency. The model takes into account turbulent dispersion forces, droplet phase-change, evaporation, and breakup in addition to the droplet–droplet and droplet–air interactions. The model mimics real events by using data, which closely resemble cough experiments. The study shows that the criteria employed for assessing the face mask performance must be modified to take into account the penetration dynamics of airborne droplet transmission, the fluid dynamics leakage around the filter, and reduction of efficiency during cough cycles. A new criterion for calculating more accurately the mask efficiency by taking into account the penetration dynamics is proposed. We show that the use of masks will reduce the airborne droplet transmission and will also protect the wearer from the droplets expelled from other subjects. However, many droplets still spread around and away from the cover, cumulatively, during cough cycles. Therefore, the use of a mask does not provide complete protection, and social distancing remains important during a pandemic. The implications of the reduced mask efficiency and respiratory droplet transmission away from the mask are even more critical for healthcare workers. The results of this study provide evidence of droplet transmission prevention by face masks, which can guide their use and further improvement."
xetzg7gp,"The immune vulnerability landscape of the 2019 Novel Coronavirus, SARS-CoV-2","The outbreak of the 2019 Novel Coronavirus (SARS-CoV-2) rapidly spread from Wuhan, China to more than 150 countries, areas or territories, causing staggering number of infections and deaths. A systematic profiling of the immune vulnerability landscape of SARS-CoV-2, which can bring critical insights into the immune clearance mechanism, peptide vaccine development, and antiviral antibody development, is lacking. In this study, we investigated the potential of the SARS-CoV-2 viral proteins to induce class I and II MHC presentation and to form linear antibody epitopes. We created an online database to broadly share the predictions as a resource for the research community. Using this resource, we showed that genetic variations in SARS- CoV-2, though still few for the moment, already follow the pattern of mutations in related coronaviruses, and could alter the immune vulnerability landscape of this virus. Importantly, we discovered evidence that SARS-CoV-2, along with related coronaviruses, used mutations to evade attack from the human immune system. Overall, we present an immunological resource for SARS-CoV-2 that could promote both therapeutic development and mechanistic research."
gocycb7u,The use of exhaled nitric oxide and peak expiratory flow to demonstrate improved breathability and antimicrobial properties of novel face mask made with sustainable filter paper and Folium Plectranthii amboinicii oil: additional option for mask shortage during COVID-19 pandemic,"BACKGROUND: Medical face masks are integral personal protective equipment against infectious airborne disease and become scarce during epidemic outbreaks such as COVID-19. A novel, sustainably manufactured face mask with antimicrobial and anti-inflammatory properties from oil of Folium Plectranthii amboinicii can be an effective alternative to internationally sold masks. METHODS: This prospective, randomized study assigned subjects (n=67) to either conventional surgical face mask or Lamdong Medical College (LMC) face mask for three hours. Fractional concentration of nitric oxide in exhaled breath (FE(NO)) and peak expiratory flow (PEF) was measured before and after mask use. Subjective reporting on respiratory symptoms was also analyzed. Masks were then incubated and analyzed for microorganism growth. RESULTS: Subjects assigned the LMC mask had a lowered FE(NO) (p<0.05) compared to conventional face masks after mask wearing. Subjects with LMC mask use reported higher comfortability (p<0.05), breathability (p<0.05), and lower allergy symptoms (p<0.05). The LMC mask has visually less microorganism growth in the cultured medium, measured by sterile ring radius. CONCLUSIONS: The LMC face mask is a renewably manufactured personal protective tool with antibacterial capacity that can serve as an effective alternative to internationally sold surgical face mask during shortage of mask due to COVID-19."
xxypq3wd,Design and immunogenicity assessment of HIV-1 virus-like particles as a candidate vaccine,"The rapid growth of the global HIV/AIDS epidemic makes it a high priority to develop an effective vaccine. Since a live attenuated or inactivated HIV vaccine is not likely to be approved for clinical application due to safety concerns, HIV virus like particles (VLPs) offer an attractive alternative because they are considered safer since they lack viral genome. We got a stable eukaryotic cell line by G418 resistance selection, engineered to express the HIV-1 structure protein Gag and Env efficiently and stably. We confirmed the presence of Gag and Env proteins in the cell culture supernatant and that they could self-assemble into VLPs. These VLPs were found to be able to elicit specific humoral and cellular immune response after immunization without any adjuvant."
y43prnko,The use of masks and respirators to prevent transmission of influenza: a systematic review of the scientific evidence,"Please cite this paper as: bin‐Reza et al. (2012) The use of masks and respirators to prevent transmission of influenza: a systematic review of the scientific evidence. Influenza and Other Respiratory Viruses 6(4), 257–267. There are limited data on the use of masks and respirators to reduce transmission of influenza. A systematic review was undertaken to help inform pandemic influenza guidance in the United Kingdom. The initial review was performed in November 2009 and updated in June 2010 and January 2011. Inclusion criteria included randomised controlled trials and quasi‐experimental and observational studies of humans published in English with an outcome of laboratory‐confirmed or clinically‐diagnosed influenza and other viral respiratory infections. There were 17 eligible studies. Six of eight randomised controlled trials found no significant differences between control and intervention groups (masks with or without hand hygiene; N95/P2 respirators). One household trial found that mask wearing coupled with hand sanitiser use reduced secondary transmission of upper respiratory infection/influenza‐like illness/laboratory‐confirmed influenza compared with education; hand sanitiser alone resulted in no reduction. One hospital‐based trial found a lower rate of clinical respiratory illness associated with non‐fit‐tested N95 respirator use compared with medical masks. Eight of nine retrospective observational studies found that mask and/or respirator use was independently associated with a reduced risk of severe acute respiratory syndrome (SARS). Findings, however, may not be applicable to influenza and many studies were suboptimal. None of the studies established a conclusive relationship between mask/respirator use and protection against influenza infection. Some evidence suggests that mask use is best undertaken as part of a package of personal protection especially hand hygiene. The effectiveness of masks and respirators is likely linked to early, consistent and correct usage."
h93g5hvf,"Epidemiological characteristics of 2143 pediatric patients with 2019 coronavirus disease in China Dong Y, Mo X, Hu Y, et al. Pediatrics. 2020; doi: 10.1542/peds.2020-0702.","Novel coronavirus (SARS-CoV-2, which causes COVID-19) is a pandemic with many countries employing massive public health responses. Little is known about the severity of illness in the pediatric population. This study sought to identify demographic information and severity of disease in pediatric patients with COVID-19. This was a retrospective study conducted on patients less than 18 years who were suspected or confirmed to have COVID-19 and were reported to the Chinese Centers for Disease Control (China CDC). Children were considered high risk and suspected if they had positive exposure to an endemic area or a confirmed case of COVID-19. High suspicion also included those with fever, respiratory symptoms, digestive symptoms, or fatigue, normal or low white blood cell count and increased C-reactive protein, or abnormal chest radiography, or those at lower risk for whom influenza or other respiratory illnesses were ruled out. Confirmed cases were defined as having a nasopharyngeal swab or blood sample positive via PCR or a genetic sampling of respiratory secretions or blood consistent with SARS-CoV-2. Once identified, patients were categorized by severity of disease using clinical features as well as laboratory and radiographic findings. Severity categories included asymptomatic (no symptoms but positive test), mild (mild respiratory symptoms and normal lung exam), moderate (pneumonia, fever, and cough but without hypoxemia or respiratory distress), severe (above symptoms as well as oxygen saturation less than 92% and respiratory distress), or critical disease (acute respiratory failure, acute respiratory distress syndrome, shock, or other life-threatening organ dysfunction). There were 2143 patients included who were suspected (65.9%) or confirmed (34.1%) to have COVID-19. Median age was 7 years (IQR 2-13) and the majority (56.6%) were male. The median time from onset of symptoms to presentation was 2 days (range 0-42). Nearly all were categorized as asymptomatic (4.4%), mild (50.9%), or moderate (38.8%) severity, leaving only 5.9% as severe or critical. Looking at breakdown by age, infants made up the highest proportion of severe or critical disease (32%) with preschool ages (1-5 years) next with 28.8%. Half (7) of the 13 critical patients were under 1 year old. No significant differences were seen between male or female patients. There was one death in the sample: a 14-year old boy. Limitations included lack of clinical characteristics, as only data from the Chinese CDC was used rather than electronic medical records from individual patients. Additionally the majority of cases were suspected, not confirmed, and some of the children remained hospitalized at the end of the study therefore severity of disease may not be accurate. The authors concluded that COVID-19 caused infection in all ages without obvious gender differences, however younger children appeared to have higher severity of disease. Comment: This is the largest cohort of pediatric COVID-19 patients to date. This study is based on the China CDC dataset and is limited to the variables that are reported to the CDC. We cannot assume children in the United States will be affected similarly. Overall, this dataset suggests that critical disease is rare in children with COVID-19. Emergency physicians should use caution with infants and young children, however, as they appear to be at highest risk of severe disease and may need closer observation in the emergency department or inpatient admission."
eiobmxp2,Serological Screening for Coronavirus Infections in Cats,"Coronaviruses (CoVs) are widespread among mammals and birds and known for their potential for cross-species transmission. In cats, infections with feline coronaviruses (FCoVs) are common. Several non-feline coronaviruses have been reported to infect feline cells as well as cats after experimental infection, supported by their ability to engage the feline receptor ortholog for cell entry. However, whether cats might become naturally infected with CoVs of other species is unknown. We analyzed coronavirus infections in cats by serological monitoring. In total 137 cat serum samples and 25 FCoV type 1 or type 2-specific antisera were screened for the presence of antibodies against the S1 receptor binding subunit of the CoV spike protein, which is immunogenic and possesses low amino acid sequence identity among coronavirus species. Seventy-eight sera were positive for antibodies that recognized one or more coronavirus S1s whereas 1 serum exclusively reacted with human coronavirus 229E (HCoV-229E) and two sera exclusively reacted with porcine delta coronavirus (PDCoV). We observed antigenic cross-reactivity between S1s of type 1 and type 2 FCoVs, and between FCoV type 1 and porcine epidemic diarrhea virus (PEDV). Domain mapping of antibody epitopes indicated the presence of conserved epitope(s) particularly in the CD domains of S1. The cross-reactivity of FCoV type 1 and PEDV was also observed at the level of virus neutralization. To conclude, we provide the first evidence of antigenic cross-reactivity among S1 proteins of coronaviruses, which should be considered in the development of serological diagnoses. In addition, the potential role of cats in cross-species transmission of coronaviruses cannot be excluded."
7fq9culd,Renin-angiotensin system at the heart of COVID-19 pandemic,"Abstract Significant aspects of COVID-19 pandemic remain obscure. Angiotensin converting enzyme 2 (ACE2), a component of the renin-angiotensin system, whose expression dominates on lung alveolar epithelial cells, is the human cell receptor of SARS-CoV-2, the causative agent of COVID-19. We strongly encourage the concept that thorough considerations of receptor-ligand interactions should be kept at the heart of scientific debate on infection. In this idea, the whole renin-angiotensin system has to be evaluated. We hypothesize that factors related to ethnicity, environment, behaviors, associated illness, and medications involving this complex system are probably responsible for situations regarded as anomalous from both an epidemiological and a clinical point of view, but, taken together, such factors may explain most of the aspects of current outbreak. We decided to use the analogy of a play and speculate about the possible impact in this tragedy of 1) air pollution via the interference of nitrogen dioxide on ACE2 expression; 2) the dual role of nicotine; 3) the hypothetical involvement of ACE2 polymorphisms, the relationships of which with ethnic factors and susceptibility to cardiovascular disease seems intriguing; 4) the impact on the severity of infection of hypertension and related medications acting on the renin/angiotensin system, and, finally, 5) the possible helpful role of chloroquine, thanks to its capacity of modifying ACE2 affinity to the viral spike protein by altering glycosylation. This hypothesis paper is an urgent call for the development of research programs that aim at questioning whether the putative protagonists of this tragedy are real-life actors in COVID-19."
ybr2ij5b,"COVID-19, ACE -inhibitors and angiotensin receptor blockers-: The need to differentiate between early infection and acute lung injury",
